clothing_id,age,title,review_text,rating,recommended,feedback_count,division,department,class_name,full_text,label,true_label,pred_label,correct,error_category
1072,60,Huge tent,"This dress looks cute online, but it is enormous. i bought a small, but it looked more like a 3x plus size. i tried it on, just in case, and honestly it looked like a great dress for a clown. this dress must have had two feet of fabric pinned behind the model in the photo.",1,0,2,General Petite,Dresses,Dresses,"Huge tent [SEP] This dress looks cute online, but it is enormous. i bought a small, but it looked more like a 3x plus size. i tried it on, just in case, and honestly it looked like a great dress for a clown. this dress must have had two feet of fabric pinned behind the model in the photo.",0,1,2,False,subtle_rating_difference
820,56,Too short waisted!,"I ordered this top in a 14, my usual size, and it fits fine, but it is way too short-waisted! it looks nothing like what the model is wearing. her top comes low on her waist, almost to her crotch area. mine was just about 2 inches below my belly button! it was almost as if they accidentally cut off the lower half of the top at the factory! very strange.",1,0,11,General Petite,Tops,Blouses,"Too short waisted! [SEP] I ordered this top in a 14, my usual size, and it fits fine, but it is way too short-waisted! it looks nothing like what the model is wearing. her top comes low on her waist, almost to her crotch area. mine was just about 2 inches below my belly button! it was almost as if they accidentally cut off the lower half of the top at the factory! very strange.",0,1,2,False,subtle_rating_difference
1079,32,Oversized pillowcase,"I'm so disappointed this dress didn't work out! i ordered the size medium, post baby i'm a solid dress size 6 or 8 depending on the designer. the cashier was laughing with me how ridiculously huge this garment was when i held it up. also the length was super long, description says 35"" which would be mid thigh for me, but this thing hit me mid knee. also, like the previous review the shoulders are tented and poofy. so bizarre and the cut reminds me of a maternity dress, but the shoulders def",1,0,6,General Petite,Dresses,Dresses,"Oversized pillowcase [SEP] I'm so disappointed this dress didn't work out! i ordered the size medium, post baby i'm a solid dress size 6 or 8 depending on the designer. the cashier was laughing with me how ridiculously huge this garment was when i held it up. also the length was super long, description says 35"" which would be mid thigh for me, but this thing hit me mid knee. also, like the previous review the shoulders are tented and poofy. so bizarre and the cut reminds me of a maternity dress, but the shoulders def",0,1,2,False,subtle_rating_difference
867,43,Poorly constructed and unflattering,"I ordered the taupe version of this tee, which was a medium brown with black stripes. the fabric felt itchy and rough, and was pretty sheer for not being light colored. i didn't care for the fit, which was extremely boxy and wide; from the picture, i expected an a-line fit, but not a wide drop with webbed underarms. i ordered 2 sizes, and could have worn the smaller if i'd kept this tee. it runs on the larger side. what astounded me most was that both tees i ordered were sewn with completely cro",1,0,4,General,Tops,Knits,"Poorly constructed and unflattering [SEP] I ordered the taupe version of this tee, which was a medium brown with black stripes. the fabric felt itchy and rough, and was pretty sheer for not being light colored. i didn't care for the fit, which was extremely boxy and wide; from the picture, i expected an a-line fit, but not a wide drop with webbed underarms. i ordered 2 sizes, and could have worn the smaller if i'd kept this tee. it runs on the larger side. what astounded me most was that both tees i ordered were sewn with completely cro",0,1,2,False,subtle_rating_difference
872,37,Too much fabric,"I really wanted to love this top, but there is way too much fabric. it looks nothing like the pictures. it was more like a maternity top vs. a swingy top. i'll be returning this one.",1,0,1,General,Tops,Knits,"Too much fabric [SEP] I really wanted to love this top, but there is way too much fabric. it looks nothing like the pictures. it was more like a maternity top vs. a swingy top. i'll be returning this one.",0,1,2,False,subtle_rating_difference
984,56,Not attractive,"I bought this jacket based on how it looked on the model, and from the reviews. i found it to be super big, and unflattering to say the least. i'm 5""10, 155lbs. i sent it back.",1,0,5,General,Jackets,Jackets,"Not attractive [SEP] I bought this jacket based on how it looked on the model, and from the reviews. i found it to be super big, and unflattering to say the least. i'm 5""10, 155lbs. i sent it back.",0,1,2,False,subtle_rating_difference
850,46,,A serious joke. i struggled with the buttons for a good 10 minutes and gave up after the 3rd button. i'm not sure what they were thinking.,1,0,5,General Petite,Tops,Blouses,A serious joke. i struggled with the buttons for a good 10 minutes and gave up after the 3rd button. i'm not sure what they were thinking.,0,1,3,False,mixed_sentiment
1110,48,10 lbs. no thanks!,"I was very excited to receive this dress because of the cute photo. however, upon arrival i was completely disappointed. the color is much more drab than the photo. the smudged polkadots weren't attractive. there were many little bumps and pulls in the linen. the dress is super heavy. the pleats around the waist did not lay correctly. and it adds 10 pounds to your hips! super sad! i am sending it back.",1,0,25,General,Dresses,Dresses,"10 lbs. no thanks! [SEP] I was very excited to receive this dress because of the cute photo. however, upon arrival i was completely disappointed. the color is much more drab than the photo. the smudged polkadots weren't attractive. there were many little bumps and pulls in the linen. the dress is super heavy. the pleats around the waist did not lay correctly. and it adds 10 pounds to your hips! super sad! i am sending it back.",0,1,3,False,mixed_sentiment
1072,57,Not what i expected,"Although i love retailer, this product isn't the quality or presentation i expect from them. the dress arrived stuffed into a small plastic bag and was a crumpled mess. the fabric wasn't soft and fluid as i expected, but rather was stiff and a little scratchy. i purchased the ecru version, which was also slightly darker than the photo showed. i returned the dress and will keep looking.",1,0,3,General,Dresses,Dresses,"Not what i expected [SEP] Although i love retailer, this product isn't the quality or presentation i expect from them. the dress arrived stuffed into a small plastic bag and was a crumpled mess. the fabric wasn't soft and fluid as i expected, but rather was stiff and a little scratchy. i purchased the ecru version, which was also slightly darker than the photo showed. i returned the dress and will keep looking.",0,1,3,False,mixed_sentiment
1104,57,Way too short,"I'm 5'7"", 130 lbs. i ordered a medium-regular. the dress fell three inches above my knees. this model is taller than i am, and it falls to her knees....doesn't make sense. i think retailer sends petites in place of regular.",1,0,0,General,Dresses,Dresses,"Way too short [SEP] I'm 5'7"", 130 lbs. i ordered a medium-regular. the dress fell three inches above my knees. this model is taller than i am, and it falls to her knees....doesn't make sense. i think retailer sends petites in place of regular.",0,1,3,False,ambiguous_review
941,48,Gorgeous but sheds horribly,This sweater is the perfect sweater except for one thing.....it sheds everywhere. i can simply pick up the sweater and shake it in one hand and 40 large pieces of lint go everywhere on the ground and on you. if you like dark jeans- don't purchase. before i walked out of the store- the salesperson had to use a delineator on me- it was hysterical. sheds so much,1,0,3,General,Tops,Sweaters,Gorgeous but sheds horribly [SEP] This sweater is the perfect sweater except for one thing.....it sheds everywhere. i can simply pick up the sweater and shake it in one hand and 40 large pieces of lint go everywhere on the ground and on you. if you like dark jeans- don't purchase. before i walked out of the store- the salesperson had to use a delineator on me- it was hysterical. sheds so much,0,1,3,False,mixed_sentiment
455,34,This is a zippered hoodie,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,1,1,7,Initmates,Intimate,Lounge,This is a zippered hoodie [SEP] Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,0,1,3,False,mixed_sentiment
862,33,,Wish i would have read the reviews before i purchased and wore two of these. washed as directed and same outcome as everyone else. basically unwearable unless i maybe use it for a nightshirt. the shrinkage lengthwise was ridiculous. glad i didn't buy every color like i had planned to do!,1,0,0,General,Tops,Knits,Wish i would have read the reviews before i purchased and wore two of these. washed as directed and same outcome as everyone else. basically unwearable unless i maybe use it for a nightshirt. the shrinkage lengthwise was ridiculous. glad i didn't buy every color like i had planned to do!,0,1,3,False,ambiguous_review
641,35,,"I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which, for me, m",1,0,0,General Petite,Intimate,Lounge,"I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which, for me, m",0,1,3,False,mixed_sentiment
941,60,Lovely color,"This sweater is a lovely color and very soft. however, the sweater 'sheds' terribly and the color is very large distracting from the overall appearance. it's also thin and whatever shirt is worn underneath will show through.",1,0,0,General Petite,Tops,Sweaters,"Lovely color [SEP] This sweater is a lovely color and very soft. however, the sweater 'sheds' terribly and the color is very large distracting from the overall appearance. it's also thin and whatever shirt is worn underneath will show through.",0,1,3,False,mixed_sentiment
1060,49,,"Oh elevenses, i love your pants..the fabrics, the details, the length. i've found elevenses to be classic work pants. reliable, professional, well made. these are none of those things. the cardinal trousers are thin and the rise feels much higher that's it appears in the picture. the red pair are thin, stretchy and cheap. both pairs have to go back. i'm truly sad.",1,0,7,General Petite,Bottoms,Pants,"Oh elevenses, i love your pants..the fabrics, the details, the length. i've found elevenses to be classic work pants. reliable, professional, well made. these are none of those things. the cardinal trousers are thin and the rise feels much higher that's it appears in the picture. the red pair are thin, stretchy and cheap. both pairs have to go back. i'm truly sad.",0,1,3,False,ambiguous_review
868,44,Cute top but looks like a tent (i'm not kidding),"I love baseball style tees and when i saw the homebase tee (in two colors no less), i was very thrilled especially since it was during the 20% mother's day promotion on all items. based on the model's photos, the top looks flattering with a swing type style. i usually wear a medium and bought a small size in this top. when the package was delivered, i excitedly opened it and found two tees looking like maternity tops which would be lovely if i was pregnant. the tops are so wide not like the webs",1,0,21,General,Tops,Knits,"Cute top but looks like a tent (i'm not kidding) [SEP] I love baseball style tees and when i saw the homebase tee (in two colors no less), i was very thrilled especially since it was during the 20% mother's day promotion on all items. based on the model's photos, the top looks flattering with a swing type style. i usually wear a medium and bought a small size in this top. when the package was delivered, i excitedly opened it and found two tees looking like maternity tops which would be lovely if i was pregnant. the tops are so wide not like the webs",0,1,3,False,mixed_sentiment
836,48,Strange!,"I purchase this top of ""what i thought to be a beautiful denim tunic/top"" in a small on the sale rack with additional promo with beautiful details , but what is going on with the mid-section where there is at least 6 inches of space where there is no button or way to close the lower placket! and the lower bottom of placket is sewn shut so it makes the mid section bubble out, but why no buttons to close what would be a button down top???? you can slide your hand through this open space and it ope",1,0,0,General Petite,Tops,Blouses,"Strange! [SEP] I purchase this top of ""what i thought to be a beautiful denim tunic/top"" in a small on the sale rack with additional promo with beautiful details , but what is going on with the mid-section where there is at least 6 inches of space where there is no button or way to close the lower placket! and the lower bottom of placket is sewn shut so it makes the mid section bubble out, but why no buttons to close what would be a button down top???? you can slide your hand through this open space and it ope",0,1,3,False,mixed_sentiment
1037,42,"Wanted to love, but sadly will return.","These run very small!! they are also short, almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.",1,0,1,General,Bottoms,Jeans,"Wanted to love, but sadly will return. [SEP] These run very small!! they are also short, almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.",0,1,3,False,mixed_sentiment
1116,46,Too bulky,"This sweater was huge, it hung down to my calves! it also is really bulky and scratchy, it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s, and i was swimming in it. the fabric is very thick, i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",1,0,1,General,Jackets,Outerwear,"Too bulky [SEP] This sweater was huge, it hung down to my calves! it also is really bulky and scratchy, it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s, and i was swimming in it. the fabric is very thick, i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",0,1,3,False,ambiguous_review
920,53,,Loved the look of the sweater and the the fit was as shown. however this is a thin cashmere for the price. returned.,1,0,0,General,Tops,Fine gauge,Loved the look of the sweater and the the fit was as shown. however this is a thin cashmere for the price. returned.,0,1,3,False,mixed_sentiment
1039,36,Not the right color,"I ordered these twice just to be sure there wasn't a glitch. the color is so off! the picture shows a dark blue denim, but they are not they are a light blue - with whiskering! retailer you need to have a better image of the color because this is so misleading.",1,0,8,General,Bottoms,Jeans,"Not the right color [SEP] I ordered these twice just to be sure there wasn't a glitch. the color is so off! the picture shows a dark blue denim, but they are not they are a light blue - with whiskering! retailer you need to have a better image of the color because this is so misleading.",0,1,3,False,mixed_sentiment
1059,35,Nope,"I'd been waiting to snatch up this jumpsuit as it looks so cute online, so when it went on sale i ordered it right away. well i was thoroughly disappointed. i agree with some of the other reviewers, the fit is odd, huge on top and too snug on the bottom. being made of flimsy silk it has no give and didn't hang well on my curvy body, being too loose in some areas and too snug in others. also the top is embroidered while the bottom isn't. the material is thin and and it definitely isn't high enoug",1,0,0,General Petite,Bottoms,Pants,"Nope [SEP] I'd been waiting to snatch up this jumpsuit as it looks so cute online, so when it went on sale i ordered it right away. well i was thoroughly disappointed. i agree with some of the other reviewers, the fit is odd, huge on top and too snug on the bottom. being made of flimsy silk it has no give and didn't hang well on my curvy body, being too loose in some areas and too snug in others. also the top is embroidered while the bottom isn't. the material is thin and and it definitely isn't high enoug",0,1,3,False,ambiguous_review
1083,28,Raglan sleeve style did not work with larger bust,"I saw the photo of the young woman wearing this dress in the reviews and she looked beautiful, i on the other hand looked awful. the fabric of the entire dress is quite stiff, so the dress didn't move with me; it sort of felt as if i was wearing a paper cut out. then to contribute to the volume, the sleeve is not set in, it is a raglan style, that on me looked more like a bat suit, than what i was hoping for, a beautiful distinctive dress for an important affair. also the belt didn't enhance the",1,0,0,General,Dresses,Dresses,"Raglan sleeve style did not work with larger bust [SEP] I saw the photo of the young woman wearing this dress in the reviews and she looked beautiful, i on the other hand looked awful. the fabric of the entire dress is quite stiff, so the dress didn't move with me; it sort of felt as if i was wearing a paper cut out. then to contribute to the volume, the sleeve is not set in, it is a raglan style, that on me looked more like a bat suit, than what i was hoping for, a beautiful distinctive dress for an important affair. also the belt didn't enhance the",0,1,3,False,mixed_sentiment
927,46,Nice design but poorly executed,"I was really eager to receive this sweater, i was expecting the same as in the picture. i received it today and i am already returning it. first of all the sweater didn't look new, it is mostly shapeless, it has little balls and piling on the wool (what happens after wearing a sweater for a few months) and the metallic color makes it look cheap. in the knitting itself there are missing points and there are actual holes in some places. it is a beautiful design but other than that not even the col",1,0,1,General Petite,Tops,Sweaters,"Nice design but poorly executed [SEP] I was really eager to receive this sweater, i was expecting the same as in the picture. i received it today and i am already returning it. first of all the sweater didn't look new, it is mostly shapeless, it has little balls and piling on the wool (what happens after wearing a sweater for a few months) and the metallic color makes it look cheap. in the knitting itself there are missing points and there are actual holes in some places. it is a beautiful design but other than that not even the col",0,1,3,False,mixed_sentiment
1104,55,,"This is a cute dress, but not for me. 1. i think it runs very small, 2. it is super textured so if you don't want to add bulk (aka pounds) to your frame, this probably isn't for you. it's too bad it's online only because i would have benefitted from trying this on first. i'm sure it's probably adorable on smaller, thinner people. unfortunately, mine is going back.",1,1,3,General,Dresses,Dresses,"This is a cute dress, but not for me. 1. i think it runs very small, 2. it is super textured so if you don't want to add bulk (aka pounds) to your frame, this probably isn't for you. it's too bad it's online only because i would have benefitted from trying this on first. i'm sure it's probably adorable on smaller, thinner people. unfortunately, mine is going back.",0,1,3,False,mixed_sentiment
1121,25,"Beautiful design, poor execution","I knew i needed to buy this trench from the moment i saw it on my computer screen, but something prompted me to stop by my local retailer and try it on first. thank goodness for that. at first glance, i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy, single layer of unlined, unstructured fabric, to the thin strip of fabric serving as a belt, i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim",1,0,4,General,Jackets,Outerwear,"Beautiful design, poor execution [SEP] I knew i needed to buy this trench from the moment i saw it on my computer screen, but something prompted me to stop by my local retailer and try it on first. thank goodness for that. at first glance, i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy, single layer of unlined, unstructured fabric, to the thin strip of fabric serving as a belt, i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim",0,1,3,False,mixed_sentiment
840,35,"Wide, not as expected, or pictured","Wow this is huge! i'm all for the tent-look with the right style, but this was absurd. i could have fit two of me into the width, and with the peplum style, extra width doesn't flatter anyone. the fabric is also so thin that it doesn't hang nicely, it kind of floats around the body. if you want a wide top, then this is perfect, but if you wanted something that hangs nicely, look elsewhere. i purchased a petite s, my typical size.",1,0,0,General,Tops,Blouses,"Wide, not as expected, or pictured [SEP] Wow this is huge! i'm all for the tent-look with the right style, but this was absurd. i could have fit two of me into the width, and with the peplum style, extra width doesn't flatter anyone. the fabric is also so thin that it doesn't hang nicely, it kind of floats around the body. if you want a wide top, then this is perfect, but if you wanted something that hangs nicely, look elsewhere. i purchased a petite s, my typical size.",0,1,3,False,mixed_sentiment
1002,62,"Cute skirt, bad quality","I ordered this skirt in a size small and when i received it, not only was it too long, but there was also a hole in it. so i returned it. when a small petite became available, i ordered it thinking it would fit better. i just received it and there is a hole in this skirt as well. both skirts also looked as if they had been worn; there was fuzz and lint all over the skirts. i like the skirt but i either have extremely bad luck or it's really bad quality.",1,0,0,General,Bottoms,Skirts,"Cute skirt, bad quality [SEP] I ordered this skirt in a size small and when i received it, not only was it too long, but there was also a hole in it. so i returned it. when a small petite became available, i ordered it thinking it would fit better. i just received it and there is a hole in this skirt as well. both skirts also looked as if they had been worn; there was fuzz and lint all over the skirts. i like the skirt but i either have extremely bad luck or it's really bad quality.",0,1,3,False,mixed_sentiment
1075,60,Boxy,"I wanted to love this dress because the fabric is fun, but i could not find a way to make the drawstring waist look like anything but a potato sack.the model has her hands hiding the lack of a waistline",1,0,1,General,Dresses,Dresses,"Boxy [SEP] I wanted to love this dress because the fabric is fun, but i could not find a way to make the drawstring waist look like anything but a potato sack.the model has her hands hiding the lack of a waistline",0,1,3,False,mixed_sentiment
814,66,Runs very small,"Ordered the biggest size available, the large. the arms are so tight, i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms, either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.",1,0,0,Initmates,Intimate,Sleep,"Runs very small [SEP] Ordered the biggest size available, the large. the arms are so tight, i couldn't get it on. looked like it may have fit in the body so i don't understand why so constricting in the arms. i don't have big arms, either. fabric is thin but the color is pretty. can't recommend. i'd pass on this one.",0,1,3,False,mixed_sentiment
828,73,Cute top but very uncomfortable,"The styling of this top is so cute but the fabric is thin, kind of scratchy & has almost no give to it. it is very uncomfortable on & is very restricting as far as movement is concerned. cannot recommend - back it goes!",1,0,0,General,Tops,Blouses,"Cute top but very uncomfortable [SEP] The styling of this top is so cute but the fabric is thin, kind of scratchy & has almost no give to it. it is very uncomfortable on & is very restricting as far as movement is concerned. cannot recommend - back it goes!",0,1,3,False,mixed_sentiment
1077,31,Dress can't be cleaned,"Retailer has incredible service, and so they let me return this dress even after having worn it. however, this dress cannot be cleaned. i saw a stain on it after the first use, so i first tried hand washing it. however, the black part of the dress came off on the white part, making the stain worse. i then tried dry cleaning it (the care tag allows both) and that produced 3 or 4 new stains where the black rubbed off on the white. it's a beautiful, striking dress (that would be great maternit",1,0,2,General Petite,Dresses,Dresses,"Dress can't be cleaned [SEP] Retailer has incredible service, and so they let me return this dress even after having worn it. however, this dress cannot be cleaned. i saw a stain on it after the first use, so i first tried hand washing it. however, the black part of the dress came off on the white part, making the stain worse. i then tried dry cleaning it (the care tag allows both) and that produced 3 or 4 new stains where the black rubbed off on the white. it's a beautiful, striking dress (that would be great maternit",0,1,3,False,mixed_sentiment
984,41,Looks great on the photo but was too big for me,"I wanted this jacket to fit on me like in the photo, but i guess my frame was still to petite. the fabric was also on the cheap end",1,0,0,General,Jackets,Jackets,"Looks great on the photo but was too big for me [SEP] I wanted this jacket to fit on me like in the photo, but i guess my frame was still to petite. the fabric was also on the cheap end",0,1,3,False,mixed_sentiment
1094,26,Worst purchase ever,"I'm a big retailer buyer- and usually love the dresses, especially the petite xs maxis. this was the worst retailer purchase i have ever made. it was humongous and gave me no shape. even if i purchased an xxsp it probably would be the same. i'm small but i mean come on- this would only fit a giantess-- which also makes no sense because it's the petite size. do not buy. i'm very upset i have to pay the $5.95 return fee since i ordered this.",1,0,0,General,Dresses,Dresses,"Worst purchase ever [SEP] I'm a big retailer buyer- and usually love the dresses, especially the petite xs maxis. this was the worst retailer purchase i have ever made. it was humongous and gave me no shape. even if i purchased an xxsp it probably would be the same. i'm small but i mean come on- this would only fit a giantess-- which also makes no sense because it's the petite size. do not buy. i'm very upset i have to pay the $5.95 return fee since i ordered this.",0,1,3,False,mixed_sentiment
828,42,Disappointing for the price,"The cut of this piece is great, the quality of the fabric is terrible. i used it under another layer the first day i wore it and it pilled across the bust. after hand washing in cold water and hanging to dry it shrank in length- so much that i can no longer even wear it. i always happily pay a premium for quality staple wardrobe pieces. this didn't hold up to one wearing, let alone one season. i recommend strongly against it.",1,0,8,General Petite,Tops,Blouses,"Disappointing for the price [SEP] The cut of this piece is great, the quality of the fabric is terrible. i used it under another layer the first day i wore it and it pilled across the bust. after hand washing in cold water and hanging to dry it shrank in length- so much that i can no longer even wear it. i always happily pay a premium for quality staple wardrobe pieces. this didn't hold up to one wearing, let alone one season. i recommend strongly against it.",0,1,3,False,ambiguous_review
986,71,,"This fell apart after wearing it once. for the price, it should hold up better. it's too delicate.",1,0,3,General,Jackets,Jackets,"This fell apart after wearing it once. for the price, it should hold up better. it's too delicate.",0,1,3,False,ambiguous_review
1145,46,Perfect for a tent,"This runs sooo big! i normally wear a large ( 145lb, 5'-4"", 36dd) but due to the limited sizing small or medium i chose small because it looked big on the model and this style of dress seem to run large. the size small that i ordered couldve fit two people easily together! i loved the pattern, color and the slip underneath actually fit well but i dont want to look like im wearing a tent, lol. also, the back is slightly longer than the front, something i couldnt see from the pictures online.",1,0,2,General,Trend,Trend,"Perfect for a tent [SEP] This runs sooo big! i normally wear a large ( 145lb, 5'-4"", 36dd) but due to the limited sizing small or medium i chose small because it looked big on the model and this style of dress seem to run large. the size small that i ordered couldve fit two people easily together! i loved the pattern, color and the slip underneath actually fit well but i dont want to look like im wearing a tent, lol. also, the back is slightly longer than the front, something i couldnt see from the pictures online.",0,1,4,False,mixed_sentiment
986,40,Beautiful but won't last!,"I feel in love with this piece. the color are gorgeous and i received so many compliments. it lifted my mood just wearing it! sadly, ut the end of the first wear i had a run up the front and by the middle of the second wear the light fabric got caught on something and a hole developed. upon further inspection i found another hole at the top where the price tag must have been attached. i also noticed all over pilling after the first wear! so sad! they should recreate this in a heavy fabric.",1,0,1,General,Jackets,Jackets,"Beautiful but won't last! [SEP] I feel in love with this piece. the color are gorgeous and i received so many compliments. it lifted my mood just wearing it! sadly, ut the end of the first wear i had a run up the front and by the middle of the second wear the light fabric got caught on something and a hole developed. upon further inspection i found another hole at the top where the price tag must have been attached. i also noticed all over pilling after the first wear! so sad! they should recreate this in a heavy fabric.",0,1,4,False,mixed_sentiment
118,52,Cute top,Just not as long as in the picture. it hit me at my hips not good!,1,0,0,Initmates,Intimate,Sleep,Cute top [SEP] Just not as long as in the picture. it hit me at my hips not good!,0,1,4,False,ambiguous_review
